expression,full_form,shorthand,kboth,kneither,contrast,stative,negated_p,Kp,question,fc,can_express,evidence,negation,comments,source_file,ref,words,glosses,translation,comment,questionnaire
ve,ve,disj-spk,0,0,,1,0,1,0,0,1,heb_ev_28,neither,,Hebrew,NA,NA,NA,NA,NA,NA
ve,ve,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,heb_ev_29,neither,,Hebrew,NA,NA,NA,NA,NA,NA
ve,ve,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,heb_ev_30,neither,,Hebrew,NA,NA,NA,NA,NA,NA
ve,ve,neither-sta,0,1,,1,0,0,0,0,0,heb_ev_31,neither,,Hebrew,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,heb_ev_2,neither,Judgment is '?',Hebrew,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-sta,1,0,1,1,0,1,0,0,0,heb_ev_32,neither,,Hebrew,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-epi,1,0,1,0,0,1,0,0,0,heb_ev_37,neither,,Hebrew,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,heb_ev_38,neither,,Hebrew,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,heb_ev_39,neither,,Hebrew,NA,NA,NA,NA,NA,NA
∅,juxtaposition,disj-spk,0,0,,1,0,1,0,0,0,heb_ev_50,neither,,Hebrew,NA,NA,NA,NA,NA,NA
∅,juxtaposition,disj-nspk-epi,0,0,1,0,0,0,0,0,0,heb_ev_67,neither,,Hebrew,NA,NA,NA,NA,NA,NA
∅,juxtaposition,disj-nspk-sta-exc,0,0,,1,0,0,0,0,?,"heb_ev_68,heb_ev_69",neither,Judgments include '*' and 'infelicitous',Hebrew,NA,NA,NA,NA,NA,NA
∅,juxtaposition,neither-sta,0,1,,1,0,0,0,0,0,heb_ev_76,neither,,Hebrew,NA,NA,NA,NA,NA,NA
aval,aval,conj-contrast-sta,1,0,1,1,0,1,0,0,1,heb_ev_5,neither,,Hebrew,NA,NA,NA,NA,NA,NA
aval,aval,conj-contrast-epi,1,0,1,0,0,1,0,0,1,heb_ev_6,neither,,Hebrew,NA,NA,NA,NA,NA,NA
aval,aval,disj-spk,0,0,,1,0,1,0,0,0,heb_ev_33,neither,,Hebrew,NA,NA,NA,NA,NA,NA
aval,aval,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,heb_ev_34,neither,,Hebrew,NA,NA,NA,NA,NA,NA
aval,aval,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,heb_ev_35,neither,,Hebrew,NA,NA,NA,NA,NA,NA
aval,aval,neither-sta,0,1,,1,0,0,0,0,0,heb_ev_36,neither,,Hebrew,NA,NA,NA,NA,NA,NA
ela,ela,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,"heb_ev_40,heb_ev_41",neither,,Hebrew,NA,NA,NA,NA,NA,NA
ela,ela,conj-contrast-sta,1,0,1,1,0,1,0,0,0,heb_ev_42,neither,,Hebrew,NA,NA,NA,NA,NA,NA
ela,ela,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,heb_ev_7,neither,,Hebrew,NA,NA,NA,NA,NA,NA
ela,ela,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,heb_ev_8,neither,,Hebrew,NA,NA,NA,NA,NA,NA
ela,ela,disj-spk,0,0,,1,0,1,0,0,0,heb_ev_43,neither,,Hebrew,NA,NA,NA,NA,NA,NA
ela,ela,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,"heb_ev_44,heb_ev_45",neither,,Hebrew,NA,NA,NA,NA,NA,NA
ela,ela,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,"heb_ev_46,heb_ev_47",neither,,Hebrew,NA,NA,NA,NA,NA,NA
ela,ela,neither-sta,0,1,,1,0,0,0,0,0,"heb_ev_48,heb_ev_49",neither,,Hebrew,NA,NA,NA,NA,NA,NA
o...o,o ... o,disj-spk,0,0,,1,0,1,0,0,1,"heb_ev_9,heb_ev_11,heb_ev_12,heb_ev_14",neither,,Hebrew,NA,NA,NA,NA,NA,NA
o...o,o ... o,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,heb_ev_51,neither,,Hebrew,NA,NA,NA,NA,NA,NA
o...o,o ... o,conj-contrast-sta,1,0,1,1,0,1,0,0,0,heb_ev_53,neither,,Hebrew,NA,NA,NA,NA,NA,NA
o...o,o ... o,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"heb_ev_16,heb_ev_17,heb_ev_55,heb_ev_57",neither,,Hebrew,NA,NA,NA,NA,NA,NA
o...o,o ... o,disj-nspk-sta-inc,?,0,,1,0,0,0,0,?,"heb_ev_59,heb_ev_60,heb_ev_63",neither,Evidence for both felicitous and infelicitous judgments exists.,Hebrew,NA,NA,NA,NA,NA,NA
o...o,o ... o,neither-sta,0,1,,1,0,0,0,0,0,heb_ev_65,neither,,Hebrew,NA,NA,NA,NA,NA,NA
o...o,o ... o,disj-nspk-epi,0,0,1,0,0,0,0,0,1,heb_ev_15,neither,,Hebrew,NA,NA,NA,NA,NA,NA
o...o,o ... o,disj-nspk-q-exc,0,0,1,0,0,0,1,0,0,"heb_ev_72,heb_ev_73,heb_ev_74,heb_ev_75",neither,,Hebrew,NA,NA,NA,NA,NA,NA
o...o,o ... o,fc,0,0,,0,0,0,0,1,?,"heb_ev_25,heb_ev_88",neither,Evidence for both felicitous and infelicitous judgments exists.,Hebrew,NA,NA,NA,NA,NA,NA
o,o,disj-spk,0,0,,1,0,1,0,0,1,"heb_ev_10,heb_ev_13",neither,,Hebrew,NA,NA,NA,NA,NA,NA
o,o,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,heb_ev_52,neither,,Hebrew,NA,NA,NA,NA,NA,NA
o,o,conj-contrast-sta,1,0,1,1,0,1,0,0,0,heb_ev_54,neither,,Hebrew,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-sta-exc,0,0,,1,0,0,0,0,?,"heb_ev_56,heb_ev_58",neither,Judgments include '?' and '?/#',Hebrew,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-sta-inc,?,0,,1,0,0,0,0,?,"heb_ev_18,heb_ev_61,heb_ev_62,heb_ev_64",neither,Evidence for both felicitous and infelicitous judgments exists.,Hebrew,NA,NA,NA,NA,NA,NA
o,o,neither-sta,0,1,,1,0,0,0,0,0,heb_ev_66,neither,,Hebrew,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-q-exc,0,0,1,0,0,0,1,0,1,"heb_ev_19,heb_ev_20,heb_ev_70,heb_ev_71",neither,,Hebrew,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-q-inc,?,0,,1,0,0,1,0,1,heb_ev_21,neither,,Hebrew,NA,NA,NA,NA,NA,NA
o,o,fc,0,0,,0,0,0,0,1,1,"heb_ev_26,heb_ev_27,heb_ev_87",neither,,Hebrew,NA,NA,NA,NA,NA,NA
ve,lo ... ve-lo,neither-sta,0,1,,1,0,0,0,0,1,heb_ev_22,below,,Hebrew,NA,NA,NA,NA,NA,NA
ve,lo ... ve-lo,neither-epi,0,1,,0,1,0,0,0,1,heb_ev_24,below,,Hebrew,NA,NA,NA,NA,NA,NA
ve,lo ... ve-lo,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,heb_ev_77,below,,Hebrew,NA,NA,NA,NA,NA,NA
ve,lo ... ve-lo,conj-contrast-sta,1,0,1,1,0,1,0,0,0,heb_ev_79,below,,Hebrew,NA,NA,NA,NA,NA,NA
ve,lo ... ve-lo,disj-spk,0,0,,1,0,1,0,0,0,heb_ev_81,below,,Hebrew,NA,NA,NA,NA,NA,NA
ve,lo ... ve-lo,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,heb_ev_83,below,,Hebrew,NA,NA,NA,NA,NA,NA
ve,lo ... ve-lo,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,heb_ev_85,below,,Hebrew,NA,NA,NA,NA,NA,NA
o,lo ... o,neither-sta,0,1,,1,0,0,0,0,1,heb_ev_23,above,,Hebrew,NA,NA,NA,NA,NA,NA
o,lo ... o,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,heb_ev_78,above,,Hebrew,NA,NA,NA,NA,NA,NA
o,lo ... o,conj-contrast-sta,1,0,1,1,0,1,0,0,0,heb_ev_80,above,,Hebrew,NA,NA,NA,NA,NA,NA
o,lo ... o,disj-spk,0,0,,1,0,1,0,0,0,heb_ev_82,above,,Hebrew,NA,NA,NA,NA,NA,NA
o,lo ... o,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,heb_ev_84,above,,Hebrew,NA,NA,NA,NA,NA,NA
o,lo ... o,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,heb_ev_86,above,,Hebrew,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-sta,1,0,1,1,0,1,0,0,0,HIN_EVD_38,neither,,Hindi,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,HIN_EVD_5,neither,,Hindi,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,"HIN_EVD_3, HIN_EVD_31, HIN_EVD_32",neither,Conflicting evidence,Hindi,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,"HIN_EVD_12, HIN_EVD_47",neither,,Hindi,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,"HIN_EVD_8, HIN_EVD_46",neither,,Hindi,NA,NA,NA,NA,NA,NA
∅,juxtaposition,disj-nspk-exc,0,0,,,0,0,0,0,0,"HIN_EVD_62, HIN_EVD_63",neither,,Hindi,NA,NA,NA,NA,NA,NA
∅,juxtaposition,disj-spk,0,0,,1,0,1,0,0,0,HIN_EVD_48,neither,,Hindi,NA,NA,NA,NA,NA,NA
aur,aur,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,HIN_EVD_4,neither,,Hindi,NA,NA,NA,NA,NA,NA
aur,aur,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,HIN_EVD_2,neither,,Hindi,NA,NA,NA,NA,NA,NA
aur,aur,disj-nspk-exc,0,0,,,0,0,0,0,0,HIN_EVD_34,neither,,Hindi,NA,NA,NA,NA,NA,NA
aur,aur,disj-nspk-inc,?,0,,1,0,0,0,0,?,"HIN_EVD_35, HIN_EVD_36",neither,Conflicting evidence,Hindi,NA,NA,NA,NA,NA,NA
aur,aur,disj-spk,0,0,,1,0,1,0,0,0,HIN_EVD_33,neither,,Hindi,NA,NA,NA,NA,NA,NA
aur,aur,neither,0,1,,,,0,0,0,0,HIN_EVD_37,neither,,Hindi,NA,NA,NA,NA,NA,NA
aur,aur … bhi …,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,HIN_EVD_1,neither,,Hindi,NA,NA,NA,NA,NA,NA
aur,bhi nahi … aur … bhi nahi …,neither,0,1,,,,0,0,0,1,"HIN_EVD_28, HIN_EVD_29",below,,Hindi,NA,NA,NA,NA,NA,NA
lekin,lekin,conj-contrast-epi,1,0,1,0,0,1,0,0,1,HIN_EVD_7,neither,,Hindi,NA,NA,NA,NA,NA,NA
lekin,lekin,conj-contrast-sta,1,0,1,1,0,1,0,0,1,HIN_EVD_6,neither,,Hindi,NA,NA,NA,NA,NA,NA
lekin,lekin,disj-nspk-exc,0,0,,,0,0,0,0,0,HIN_EVD_43,neither,,Hindi,NA,NA,NA,NA,NA,NA
lekin,lekin,disj-nspk-inc,?,0,,1,0,0,0,0,0,HIN_EVD_44,neither,,Hindi,NA,NA,NA,NA,NA,NA
lekin,lekin,disj-spk,0,0,,1,0,1,0,0,0,HIN_EVD_42,neither,,Hindi,NA,NA,NA,NA,NA,NA
lekin,lekin,neither,0,1,,,,0,0,0,0,HIN_EVD_45,neither,,Hindi,NA,NA,NA,NA,NA,NA
lekin,nahi … lekin …,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,HIN_EVD_11,neither,,Hindi,NA,NA,NA,NA,NA,NA
lekin,nahi … lekin …,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,0,"HIN_EVD_9, HIN_EVD_10",neither,,Hindi,NA,NA,NA,NA,NA,NA
magar,magar,conj-contrast-sta,1,0,1,1,0,1,0,0,1,HIN_EVD_41,neither,,Hindi,NA,NA,NA,NA,NA,NA
par,par,conj-contrast-sta,1,0,1,1,0,1,0,0,1,HIN_EVD_40,neither,,Hindi,NA,NA,NA,NA,NA,NA
parantu,parantu,conj-contrast-sta,1,0,1,1,0,1,0,0,1,HIN_EVD_39,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,bhi … ya … bhi,disj-nspk-inc,?,0,,1,0,0,0,0,1,HIN_EVD_25,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya,disj-nspk-exc,0,0,,,0,0,0,0,1,HIN_EVD_68,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya,disj-nspk-inc,?,0,,1,0,0,0,0,0,HIN_EVD_73,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya,disj-nspk-q,0,0,,,0,0,1,0,1,"HIN_EVD_26, HIN_EVD_27, HIN_EVD_76",neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya,disj-spk,0,0,,1,0,1,0,0,1,HIN_EVD_59,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya,fc,0,0,,0,0,0,0,1,1,HIN_EVD_78,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya … ya …,conj-contrast-sta,1,0,1,1,0,1,0,0,0,HIN_EVD_51,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya … ya …,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,HIN_EVD_49,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya … ya …,disj-nspk-exc,0,0,,,0,0,0,0,1,"HIN_EVD_53, HIN_EVD_66, HIN_EVD_67",neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya … ya …,disj-nspk-inc,?,0,,1,0,0,0,0,?,"HIN_EVD_55, HIN_EVD_57, HIN_EVD_71, HIN_EVD_72",neither,Conflicting evidence,Hindi,NA,NA,NA,NA,NA,NA
ya,ya … ya …,disj-nspk-q,0,0,,,0,0,1,0,0,HIN_EVD_75,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya … ya …,disj-spk,0,0,,1,0,1,0,0,1,"HIN_EVD_13, HIN_EVD_15, HIN_EVD_17",neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya … ya …,fc,0,0,,0,0,0,0,1,1,HIN_EVD_77,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya … ya …,neither,0,1,,,,0,0,0,0,HIN_EVD_60,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya toh … ya …,conj-contrast-sta,1,0,1,1,0,1,0,0,0,HIN_EVD_52,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya toh … ya …,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,HIN_EVD_50,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya toh … ya …,disj-nspk-exc,0,0,,,0,0,0,0,1,"HIN_EVD_19, HIN_EVD_20, HIN_EVD_21, HIN_EVD_54, HIN_EVD_64, HIN_EVD_65",neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya toh … ya …,disj-nspk-inc,?,0,,1,0,0,0,0,?,"HIN_EVD_22, HIN_EVD_23, HIN_EVD_56, HIN_EVD_58, HIN_EVD_69, HIN_EVD_70",neither,Conflicting evidence,Hindi,NA,NA,NA,NA,NA,NA
ya,ya toh … ya …,disj-nspk-q,0,0,,,0,0,1,0,0,HIN_EVD_74,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya toh … ya …,disj-spk,0,0,,1,0,1,0,0,1,"HIN_EVD_14, HIN_EVD_16, HIN_EVD_18",neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya toh … ya …,fc,0,0,,0,0,0,0,1,1,HIN_EVD_30,neither,,Hindi,NA,NA,NA,NA,NA,NA
ya,ya toh … ya …,neither,0,1,,,,0,0,0,0,HIN_EVD_61,neither,,Hindi,NA,NA,NA,NA,NA,NA
és,és,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,HUN-EVID-001,neither,,Hungarian,NA,NA,NA,NA,NA,NA
és,és,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,HUN-EVID-003,neither,,Hungarian,NA,NA,NA,NA,NA,NA
és,és,disj-spk,0,0,,1,0,1,0,0,0,HUN-EVID-033,neither,,Hungarian,NA,NA,NA,NA,NA,NA
és,és,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,HUN-EVID-034,neither,,Hungarian,NA,NA,NA,NA,NA,NA
és,és,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,HUN-EVID-035,neither,,Hungarian,NA,NA,NA,NA,NA,NA
és,és,neither-sta,0,1,,1,0,0,0,0,0,HUN-EVID-036,neither,,Hungarian,NA,NA,NA,NA,NA,NA
de,de,conj-contrast-sta,1,0,1,1,0,1,0,0,1,"HUN-EVID-005,HUN-EVID-006",neither,,Hungarian,NA,NA,NA,NA,NA,NA
de,de,conj-contrast-epi,1,0,1,0,0,1,0,0,1,"HUN-EVID-007,HUN-EVID-008",neither,,Hungarian,NA,NA,NA,NA,NA,NA
de,de,disj-spk,0,0,,1,0,1,0,0,0,"HUN-EVID-038,HUN-EVID-039",neither,,Hungarian,NA,NA,NA,NA,NA,NA
de,de,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,"HUN-EVID-040,HUN-EVID-041",neither,,Hungarian,NA,NA,NA,NA,NA,NA
de,de,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,"HUN-EVID-042,HUN-EVID-043",neither,,Hungarian,NA,NA,NA,NA,NA,NA
de,de,neither-sta,0,1,,1,0,0,0,0,0,"HUN-EVID-044,HUN-EVID-045",neither,,Hungarian,NA,NA,NA,NA,NA,NA
hanem,hanem,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,"HUN-EVID-010,HUN-EVID-011",neither,,Hungarian,NA,NA,NA,NA,NA,NA
hanem,hanem,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,"HUN-EVID-012,HUN-EVID-013",neither,,Hungarian,NA,NA,NA,NA,NA,NA
hanem,hanem,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,HUN-EVID-051,neither,,Hungarian,NA,NA,NA,NA,NA,NA
hanem,hanem,conj-contrast-sta,1,0,1,1,0,1,0,0,0,"HUN-EVID-052,HUN-EVID-053",neither,,Hungarian,NA,NA,NA,NA,NA,NA
hanem,hanem,disj-spk,0,0,,1,0,1,0,0,0,HUN-EVID-054,neither,,Hungarian,NA,NA,NA,NA,NA,NA
hanem,hanem,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,HUN-EVID-055,neither,,Hungarian,NA,NA,NA,NA,NA,NA
hanem,hanem,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,HUN-EVID-056,neither,,Hungarian,NA,NA,NA,NA,NA,NA
hanem,hanem,neither-sta,0,1,,1,0,0,0,0,0,HUN-EVID-057,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy,vagy,disj-spk,0,0,,1,0,1,0,0,1,"HUN-EVID-019,HUN-EVID-020",neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy,vagy,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"HUN-EVID-022,HUN-EVID-063",neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy,vagy,disj-nspk-sta-inc,?,0,,1,0,0,0,0,1,"HUN-EVID-024,HUN-EVID-066",neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy,vagy,disj-nspk-epi-q,0,0,1,0,0,0,1,0,1,HUN-EVID-026,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy,vagy,disj-nspk-sta-inc-q,?,0,,1,0,0,1,0,1,HUN-EVID-027,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy,vagy,fc,0,0,,0,0,0,0,1,1,HUN-EVID-030,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy,vagy,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,HUN-EVID-059,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy,vagy,conj-contrast-sta,1,0,1,1,0,1,0,0,0,HUN-EVID-061,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy,vagy,neither-sta,0,0,,1,0,0,0,0,0,HUN-EVID-067,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy…vagy,vagy...vagy,disj-spk,0,0,,1,0,1,0,0,1,"HUN-EVID-014,HUN-EVID-015,HUN-EVID-016,HUN-EVID-017,HUN-EVID-018",neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy…vagy,vagy...vagy,disj-nspk-epi,0,0,1,0,0,0,0,0,1,HUN-EVID-021,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy…vagy,vagy...vagy,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"HUN-EVID-023,HUN-EVID-064,HUN-EVID-071",neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy…vagy,vagy...vagy,disj-nspk-sta-inc,?,0,,1,0,0,0,0,1,"HUN-EVID-025,HUN-EVID-056,HUN-EVID-057",neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy…vagy,vagy...vagy,fc,0,0,,0,0,0,0,1,1,HUN-EVID-031,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy…vagy,vagy...vagy,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,HUN-EVID-060,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy…vagy,vagy...vagy,conj-contrast-sta,1,0,1,1,0,1,0,0,0,HUN-EVID-062,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy…vagy,vagy...vagy,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,HUN-EVID-065,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy…vagy,vagy...vagy,neither-sta,0,0,,1,0,0,0,0,0,HUN-EVID-068,neither,,Hungarian,NA,NA,NA,NA,NA,NA
vagy…vagy,vagy...vagy,disj-nspk-epi-q,0,0,1,0,0,0,1,0,1,HUN-EVID-075,neither,,Hungarian,NA,NA,NA,NA,NA,NA
se nem…se nem,se nem...se nem,neither-sta,0,1,,1,0,0,0,0,1,HUN-EVID-028,below,,Hungarian,NA,NA,NA,NA,NA,NA
se nem…se nem,se nem...se nem,neither-epi,0,1,,0,1,0,0,0,1,HUN-EVID-029,below,,Hungarian,NA,NA,NA,NA,NA,NA
∅,∅,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,"HUN-EVID-002,HUN-EVID-032",neither,,Hungarian,NA,NA,NA,NA,NA,NA
∅,∅,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,HUN-EVID-004,neither,,Hungarian,NA,NA,NA,NA,NA,NA
∅,∅,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,"HUN-EVID-009,HUN-EVID-035",neither,,Hungarian,NA,NA,NA,NA,NA,NA
∅,∅,conj-contrast-sta,1,0,1,1,0,1,0,0,1,HUN-EVID-034,neither,,Hungarian,NA,NA,NA,NA,NA,NA
∅,∅,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,"HUN-EVID-047,HUN-EVID-048,HUN-EVID-049,HUN-EVID-050",neither,,Hungarian,NA,NA,NA,NA,NA,NA
∅,∅,disj-spk,0,0,,1,0,1,0,0,0,HUN-EVID-058,neither,,Hungarian,NA,NA,NA,NA,NA,NA
∅,∅,disj-nspk-epi,0,0,1,0,0,0,0,0,0,HUN-EVID-069,neither,,Hungarian,NA,NA,NA,NA,NA,NA
∅,∅,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,HUN-EVID-070,neither,,Hungarian,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-epi,1,0,1,0,0,1,0,0,*,Igbo_Evi_39,neither,Conflicting or uncertain evidence: *,Igbo,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,Igbo_Evi_41,neither,,Igbo,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,Igbo_Evi_40,neither,,Igbo,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-sta,1,0,1,1,0,1,0,0,?,Igbo_Evi_34,neither,Conflicting or uncertain evidence: ?,Igbo,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,"Igbo_Evi_4,Igbo_Evi_29",neither,,Igbo,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,Igbo_Evi_21,neither,,Igbo,NA,NA,NA,NA,NA,NA
∅,juxtaposition,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,Igbo_Evi_52,neither,,Igbo,NA,NA,NA,NA,NA,NA
∅,juxtaposition,disj-spk,0,0,,1,0,1,0,0,*,Igbo_Evi_44,neither,Conflicting or uncertain evidence: *,Igbo,NA,NA,NA,NA,NA,NA
∅,juxtaposition,neither-sta,0,1,,1,0,0,0,0,?,Igbo_Evi_55,neither,Conflicting or uncertain evidence: ?,Igbo,NA,NA,NA,NA,NA,NA
-kwa,-ghi … -ghi-kwa,conj-contrast-sta,1,0,1,1,0,1,0,0,0,Igbo_Evi_57,below,,Igbo,NA,NA,NA,NA,NA,NA
-kwa,-ghi … -ghi-kwa,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,Igbo_Evi_56,below,,Igbo,NA,NA,NA,NA,NA,NA
-kwa,-ghi … -ghi-kwa,disj-spk,0,0,0,1,0,1,0,0,0,"Igbo_Evi_58,Igbo_Evi_59,Igbo_Evi_60",below,,Igbo,NA,NA,NA,NA,NA,NA
-kwa,-ghi … -ghi-kwa,negative,0,1,,1,,0,0,0,1,Igbo_Evi_20,below,,Igbo,NA,NA,NA,NA,NA,NA
-kwa,-ghi … -ghi-kwa,neither-epi,0,1,,0,1,0,0,0,1,Igbo_Evi_18,below,,Igbo,NA,NA,NA,NA,NA,NA
-kwa,-ghi … -ghi-kwa,neither-sta,0,1,,1,0,0,0,0,1,Igbo_Evi_17,below,,Igbo,NA,NA,NA,NA,NA,NA
-kwa,-kwa,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,Igbo_Evi_3,neither,,Igbo,NA,NA,NA,NA,NA,NA
-kwa,-kwa,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,Igbo_Evi_1,neither,,Igbo,NA,NA,NA,NA,NA,NA
-kwa,-kwa,disj-spk,0,0,,0,0,1,0,0,?,"Igbo_Evi_22,Igbo_Evi_24,Igbo_Evi_25,Igbo_Evi_27",neither,"Conflicting or uncertain evidence: felicitous, infelicitous",Igbo,NA,NA,NA,NA,NA,NA
ka o bu,ka o bu,disj-nspk-q-exc,0,0,1,0,0,0,1,0,1,"Igbo_Evi_14,Igbo_Evi_54",neither,,Igbo,NA,NA,NA,NA,NA,NA
ka o bu,ka o bu,disj-nspk-q-inc,?,0,,1,0,0,1,0,1,"Igbo_Evi_15,Igbo_Evi_16",neither,,Igbo,NA,NA,NA,NA,NA,NA
